symbol,record_date,ex_date,cash_payment_date,cash_dividend_per_old_share,share_ratio,fractional_share_treatment,event_id,source_url,source_sha256
SH563020,2024-12-11,2024-12-11,2024-12-11,0.014,1.0,not_applicable_no_share_change,SH563020~2024-12-11,https://finance.sina.com.cn/realstock/company/sh563020/hfq.js,972c1803547f22b546e0288a0f96a918e8e52d6c76ac6faea2874f4d988c7f09
SH563020,2025-03-12,2025-03-12,2025-03-12,0.0089999999999999,1.0,not_applicable_no_share_change,SH563020~2025-03-12,https://finance.sina.com.cn/realstock/company/sh563020/hfq.js,972c1803547f22b546e0288a0f96a918e8e52d6c76ac6faea2874f4d988c7f09
SH563020,2025-06-12,2025-06-12,2025-06-12,0.01,1.0,not_applicable_no_share_change,SH563020~2025-06-12,https://finance.sina.com.cn/realstock/company/sh563020/hfq.js,972c1803547f22b546e0288a0f96a918e8e52d6c76ac6faea2874f4d988c7f09
SH563020,2025-09-10,2025-09-10,2025-09-10,0.0119999999999999,1.0,not_applicable_no_share_change,SH563020~2025-09-10,https://finance.sina.com.cn/realstock/company/sh563020/hfq.js,972c1803547f22b546e0288a0f96a918e8e52d6c76ac6faea2874f4d988c7f09
SH563020,2025-12-10,2025-12-10,2025-12-10,0.012,1.0,not_applicable_no_share_change,SH563020~2025-12-10,https://finance.sina.com.cn/realstock/company/sh563020/hfq.js,972c1803547f22b546e0288a0f96a918e8e52d6c76ac6faea2874f4d988c7f09
SH563020,2026-03-11,2026-03-11,2026-03-11,0.0119999999999999,1.0,not_applicable_no_share_change,SH563020~2026-03-11,https://finance.sina.com.cn/realstock/company/sh563020/hfq.js,972c1803547f22b546e0288a0f96a918e8e52d6c76ac6faea2874f4d988c7f09
SH563020,2026-06-10,2026-06-10,2026-06-10,0.0119999999999999,1.0,not_applicable_no_share_change,SH563020~2026-06-10,https://finance.sina.com.cn/realstock/company/sh563020/hfq.js,972c1803547f22b546e0288a0f96a918e8e52d6c76ac6faea2874f4d988c7f09
SH563330,2024-10-14,2024-10-14,2024-10-14,0.0,0.33297263,unknown_not_provided_by_sina_hfq,SH563330~2024-10-14,https://finance.sina.com.cn/realstock/company/sh563330/hfq.js,4521648987b3cb77b9509ef81985e200523167e89fd4a3588f2b2be09dd694ba
SH563500,2025-05-20,2025-05-20,2025-05-20,0.0037,1.0,not_applicable_no_share_change,SH563500~2025-05-20,https://finance.sina.com.cn/realstock/company/sh563500/hfq.js,f44e0013a8cd4d749a375649f0fa5461a6bcf15e2e9b9eacacf50fc41e5114be
SH563500,2025-08-15,2025-08-15,2025-08-15,0.0125999999999999,1.0,not_applicable_no_share_change,SH563500~2025-08-15,https://finance.sina.com.cn/realstock/company/sh563500/hfq.js,f44e0013a8cd4d749a375649f0fa5461a6bcf15e2e9b9eacacf50fc41e5114be
SH563500,2025-10-20,2025-10-20,2025-10-20,0.0,2.0,unknown_not_provided_by_sina_hfq,SH563500~2025-10-20,https://finance.sina.com.cn/realstock/company/sh563500/hfq.js,f44e0013a8cd4d749a375649f0fa5461a6bcf15e2e9b9eacacf50fc41e5114be
SH563500,2025-11-17,2025-11-17,2025-11-17,0.00315,1.0,not_applicable_no_share_change,SH563500~2025-11-17,https://finance.sina.com.cn/realstock/company/sh563500/hfq.js,f44e0013a8cd4d749a375649f0fa5461a6bcf15e2e9b9eacacf50fc41e5114be
SH563500,2026-02-24,2026-02-24,2026-02-24,0.00235,1.0,not_applicable_no_share_change,SH563500~2026-02-24,https://finance.sina.com.cn/realstock/company/sh563500/hfq.js,f44e0013a8cd4d749a375649f0fa5461a6bcf15e2e9b9eacacf50fc41e5114be
SH563500,2026-05-20,2026-05-20,2026-05-20,0.0006499999999999,1.0,not_applicable_no_share_change,SH563500~2026-05-20,https://finance.sina.com.cn/realstock/company/sh563500/hfq.js,f44e0013a8cd4d749a375649f0fa5461a6bcf15e2e9b9eacacf50fc41e5114be
SH563660,2025-07-09,2025-07-09,2025-07-09,0.003,1.0,not_applicable_no_share_change,SH563660~2025-07-09,https://finance.sina.com.cn/realstock/company/sh563660/hfq.js,8464eb27e93522c7b7fe8ac7158b291907ca428761e571c593547277078948fb
SH563660,2025-10-20,2025-10-20,2025-10-20,0.005,1.0,not_applicable_no_share_change,SH563660~2025-10-20,https://finance.sina.com.cn/realstock/company/sh563660/hfq.js,8464eb27e93522c7b7fe8ac7158b291907ca428761e571c593547277078948fb
SH563660,2026-01-14,2026-01-14,2026-01-14,0.0062,1.0,not_applicable_no_share_change,SH563660~2026-01-14,https://finance.sina.com.cn/realstock/company/sh563660/hfq.js,8464eb27e93522c7b7fe8ac7158b291907ca428761e571c593547277078948fb
SH563660,2026-04-10,2026-04-10,2026-04-10,0.0059999999999999,1.0,not_applicable_no_share_change,SH563660~2026-04-10,https://finance.sina.com.cn/realstock/company/sh563660/hfq.js,8464eb27e93522c7b7fe8ac7158b291907ca428761e571c593547277078948fb
